player_name,team,position,age,years,years_remaining,total_value,guaranteed,aav,signed_year,contract_type,is_active,source,fetched_at
Joe Royer,Browns,TE,24.0,4,4,4.812596,0.432596,1.203149,2026,,True,https://overthecap.com/position/tight-end,2026-07-03T11:19:41.839933
A.J. Barner,Seahawks,TE,24.0,4,2,4.775108,0.755108,1.193777,2026,,True,https://overthecap.com/position/tight-end,2026-07-03T11:19:41.839933
Josh Cuevas,Ravens,TE,23.0,4,4,4.759476,0.379476,1.189869,2026,,True,https://overthecap.com/position/tight-end,2026-07-03T11:19:41.839933
Seydou Traore,Dolphins,TE,,4,4,4.759476,0.379476,1.189869,2026,,True,https://overthecap.com/position/tight-end,2026-07-03T11:19:41.839933
Cade Stover,Texans,TE,26.0,4,2,4.758936,0.738936,1.189734,2026,,True,https://overthecap.com/position/tight-end,2026-07-03T11:19:41.839933
Jared Wiley,Chiefs,TE,26.0,4,2,4.70862,0.68862,1.177155,2026,,True,https://overthecap.com/position/tight-end,2026-07-03T11:19:41.839933
Jelani Woods,Jets,TE,28.0,1,1,1.175,0.0,1.175,2026,,True,https://overthecap.com/position/tight-end,2026-07-03T11:19:41.839933
Bauer Sharp,Buccaneers,TE,23.0,4,4,4.69658,0.31658,1.174145,2026,,True,https://overthecap.com/position/tight-end,2026-07-03T11:19:41.839933
Mitchell Evans,Panthers,TE,23.0,4,3,4.590968,0.390968,1.147742,2026,,True,https://overthecap.com/position/tight-end,2026-07-03T11:19:41.839933
Blake Whiteheart,Browns,TE,26.0,1,1,1.145,0.0,1.145,2026,,True,https://overthecap.com/position/tight-end,2026-07-03T11:19:41.839933
